Timestamp,roll,pitch,heading,rollRate,pitchRate,yawRate,groundSpeed,airSpeed,airSpeedSetpoint,climbRate,altitudeRelative,altitudeAMSL,altitudeTuning,altitudeTuningSetpoint,xTrackError,flightDistance,flightTime,distanceToHome,missionItemIndex,headingToNextWP,headingToHome,distanceToGCS,throttlePct,hobbs,battery0.id,battery0.batteryFunction,battery0.batteryType,battery0.voltage,battery0.current,battery0.mahConsumed,battery0.temperature,battery0.percentRemaining,battery0.timeRemaining,battery0.timeRemainingStr,battery0.chargeState,battery0.instantPower,clock.currentTime,clock.currentDate,distanceSensor.rotationNone,distanceSensor.rotationYaw45,distanceSensor.rotationYaw90,distanceSensor.rotationYaw135,distanceSensor.rotationYaw180,distanceSensor.rotationYaw225,distanceSensor.rotationYaw270,distanceSensor.rotationYaw315,distanceSensor.rotationPitch90,distanceSensor.rotationPitch270,distanceSensor.minDistance,distanceSensor.maxDistance,escStatus.index,escStatus.rpm1,escStatus.rpm2,escStatus.rpm3,escStatus.rpm4,escStatus.current1,escStatus.current2,escStatus.current3,escStatus.current4,escStatus.voltage1,escStatus.voltage2,escStatus.voltage3,escStatus.voltage4,estimatorStatus.goodAttitudeEsimate,estimatorStatus.goodHorizVelEstimate,estimatorStatus.goodVertVelEstimate,estimatorStatus.goodHorizPosRelEstimate,estimatorStatus.goodHorizPosAbsEstimate,estimatorStatus.goodVertPosAbsEstimate,estimatorStatus.goodVertPosAGLEstimate,estimatorStatus.goodConstPosModeEstimate,estimatorStatus.goodPredHorizPosRelEstimate,estimatorStatus.goodPredHorizPosAbsEstimate,estimatorStatus.gpsGlitch,estimatorStatus.accelError,estimatorStatus.velRatio,estimatorStatus.horizPosRatio,estimatorStatus.vertPosRatio,estimatorStatus.magRatio,estimatorStatus.haglRatio,estimatorStatus.tasRatio,estimatorStatus.horizPosAccuracy,estimatorStatus.vertPosAccuracy,gps.lat,gps.lon,gps.mgrs,gps.hdop,gps.vdop,gps.courseOverGround,gps.lock,gps.count,gps2.lat,gps2.lon,gps2.mgrs,gps2.hdop,gps2.vdop,gps2.courseOverGround,gps2.lock,gps2.count,hygrometer.temperature,hygrometer.humidity,hygrometer.hygrometerid,localPosition.x,localPosition.y,localPosition.z,localPosition.vx,localPosition.vy,localPosition.vz,localPositionSetpoint.x,localPositionSetpoint.y,localPositionSetpoint.z,localPositionSetpoint.vx,localPositionSetpoint.vy,localPositionSetpoint.vz,setpoint.roll,setpoint.pitch,setpoint.yaw,setpoint.rollRate,setpoint.pitchRate,setpoint.yawRate,temperature.temperature1,temperature.temperature2,temperature.temperature3,terrain.blocksPending,terrain.blocksLoaded,vibration.xAxis,vibration.yAxis,vibration.zAxis,vibration.clipCount1,vibration.clipCount2,vibration.clipCount3,wind.direction,wind.speed,wind.verticalSpeed
45:13.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.5,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:13,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:14.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:14,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:15.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:15,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:16.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:16,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:17.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:17,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:18.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:18,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:19.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:19,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:20.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:20,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:21.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:21,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:22.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:22,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:23.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:23,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:24.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:24,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:25.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:25,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:26.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:26,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:27.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:27,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:28.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187.2,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:28,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:29.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:29,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:30.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:30,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:31.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764187,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:31,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:32.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:32,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:33.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:33,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:34.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.7,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:34,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:35.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:35,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:36.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:36,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
45:37.7,7.9,12.2,334,0,0,0,1,0.8,0.488,0,1.4,39.3,2.54,2.54,0,93.4,00:02:43,1.3,0,--.--,304,14764186.4,0,0000:00:00,0,0,0,15.05,0,1373,--.--,58,--.--,--:--:--,0,0,12:45:37,10-02-2022,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,11.2552535,75.8292982,43PEN 90519 44331,0.5,0.8,246.7,4,24,--.--,--.--,,--.--,--.--,--.--,0,0,--.--,--.--,0,-0.6,1.4,-1.4,-0.1,-0.9,0.1,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,--.--,46.26,--.--,--.--,56,0,0.3,0.2,0.1,2526,3074,0,--.--,--.--,--.--
